artistName,sPlayed,count,genres
Howard Shore,1486,6,"['canadian classical', 'canadian soundtrack', 'middle earth', 'scorecore', 'soundtrack', 'video game music']"
Hubert-Félix Thiéfaine,222,3,"['chanson', 'french rock', 'nouvelle chanson francaise']"
Hudson Harris & Haim,709,4,[]
Hudson Swan,344,1,['scottish fiddle']
Hugo TSR,75423,438,"['french hip hop', 'pop urbaine', 'rap conscient', 'rap francais', 'rap inde']"
Hyperduck Soundworks,1506,8,['video game music']
ICO,13464,95,"['belgian hip hop', 'french hip hop', 'rap belge', 'rap calme', 'rap francais']"
Iam,28041,139,"['french hip hop', 'french reggae', 'old school rap francais', 'rap conscient', 'rap marseille']"
Iced Earth,601,4,"['hard rock', 'metal', 'neo classical metal', 'old school thrash', 'power metal', 'power thrash', 'speed metal', 'us power metal']"
Iggy Pop,283,1,"['alternative rock', 'art rock', 'classic rock', 'glam rock', 'new wave', 'permanent wave', 'post-punk', 'protopunk', 'punk', 'rock']"
Igor Stravinsky,275,1,"['classical', 'early modern classical', 'neoclassicism', 'russian modern classical']"
Igorrr,12213,74,"['avant-garde metal', 'breakcore', 'cybergrind', 'french metal', 'opera metal']"
Ihsahn,627,2,"['black metal', 'jazz metal', 'metal', 'norwegian metal', 'progressive metal']"
Ill.,1293,4,['old school rap francais']
Imagine Music,881,5,['epicore']
Immediate,178,1,"['epicore', 'scorecore', 'soundtrack']"
In Flames,1271,5,"['alternative metal', 'gothenburg metal', 'melodic death metal', 'melodic metalcore', 'metal', 'nu metal', 'swedish death metal', 'swedish melodeath', 'swedish metal']"
In Love With a Ghost,743,4,"['future bass', 'kawaii future bass', 'lo-fi beats']"
In Mourning,470,2,"['melodic death metal', 'progressive death metal', 'swedish melodeath', 'swedish progressive metal']"
In Uchronia,10501,67,[]
Infinitescore,374,2,['epicore']
Inon Zur,1988,14,"['epicore', 'scorecore', 'soundtrack', 'video game music']"
Insomnium,29050,106,"['finnish death metal', 'finnish melodeath', 'finnish metal', 'melodic death metal', 'metal']"
Interpol,301,1,"['alternative dance', 'alternative rock', 'indie rock', 'modern rock', 'new rave', 'rock']"
Iron Maiden,176241,463,"['album rock', 'hard rock', 'metal', 'nwobhm', 'rock']"
Israel Nash,438,2,"['alternative country', 'deep new americana', 'indie folk', 'modern folk rock', 'new americana']"
Iván Torrent,536,2,['epicore']
J. Cole,103,2,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']"
J. S. Hopkins,377,3,[]
J.J. Cale,598,4,"['blues', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'rock', 'roots rock']"
Jack Wall,612,6,"['epicore', 'scorecore', 'soundtrack', 'video game music']"
Jacob Gurevitsch,1,1,['danish modern jazz']
Jacques Brel,513,4,"['belgian singer-songwriter', 'chanson', 'french pop', 'french rock']"
Jacques Higelin,302,1,"['chanson', 'french pop', 'french rock', 'nouvelle chanson francaise']"
Jajnov,96,1,"['otacore', 'scorecore']"
Jake Kaufman,448,2,['indie game soundtrack']
Jake Owen,238,1,"['contemporary country', 'country', 'country road', 'modern country rock']"
Jakob Ahlbom,1895,9,"['background music', 'calming instrumental', 'focus']"
James Hannigan,334,2,"['scorecore', 'video game music']"
James Jackson Jazz Trio,820,4,['background jazz']
James Last,86,1,"['adult standards', 'easy listening']"
James Paget,1703,7,['epicore']
Japanese podcast for beginners (Nihongo con Teppei),6,1,[]
Jason Hayes,2810,18,"['scorecore', 'video game music']"
Jazz Paladin,330,2,[]
Jean Sibelius,399,2,"['classical', 'finnish classical', 'impressionism', 'post-romantic era']"
Jeanne Moreau,205,1,"['chanson', 'nouvelle chanson francaise', 'ye ye']"
Jeff Beck,29,1,"['album rock', 'art rock', 'blues', 'blues rock', 'british blues', 'classic rock', 'electric blues', 'hard rock', 'instrumental rock', 'jazz fusion', 'rock', 'symphonic rock']"
Jeff Buckley,413,1,"['melancholia', 'permanent wave', 'rock', 'singer-songwriter']"
Jeff Laine & Co,1426,8,[]
Jefferson Airplane,324,2,"['acid rock', 'classic rock', 'folk rock', 'psychedelic rock', 'rock', 'roots rock']"
Jeremy Irons,210,1,['movie tunes']
Jeremy Soule,31205,137,"['scorecore', 'soundtrack', 'video game music']"
Jesper Kyd,11314,59,"['epicore', 'nordic soundtrack', 'scorecore', 'soundtrack', 'video game music']"
Jessica Curry,22627,106,"['indie game soundtrack', 'scorecore', 'soundtrack', 'video game music']"
Jethro Tull,511,6,"['album rock', 'art rock', 'blues rock', 'classic rock', 'flute rock', 'hard rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']"
Jihye Lee Orchestra,378,1,[]
Jim Guthrie,96,1,"['indie game soundtrack', 'video game music']"
Jimi Hendrix,585,3,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']"
Jinjer,305,1,['slayer']
Jo Wandrini,3915,16,[]
Joachim Pastor,1117,3,"['deep euro house', 'french tech house', 'minimal techno', 'new french touch', 'tropical house']"
Joe Cocker,312,1,"['album rock', 'blues rock', 'classic rock', 'mellow gold', 'rock', 'soft rock']"
Joe Satriani,230,1,"['hard rock', 'instrumental rock', 'metal guitar', 'neo classical metal', 'shred']"
Joel Lyssarides,9,1,['background jazz']
Joel Nielsen,1098,13,"['canadian soundtrack', 'video game music']"
Joey Alexander,373,1,"['background jazz', 'indonesian jazz', 'modern jazz piano']"
JoeyStarr,3049,16,['old school rap francais']
Johann Strauss II,593,1,"['classical', 'late romantic era', 'operetta']"
Johannes Bornlöf,4996,34,"['calming instrumental', 'focus', 'neo-classical']"
John Abbot,1760,12,[]
John Barry,86,1,"['adult standards', 'british soundtrack', 'classic soundtrack', 'scorecore', 'soundtrack']"
John Lee Hooker,2149,10,"['blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues', 'memphis blues', 'soul', 'traditional blues']"
John Lennon,994,5,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'rock']"
Johnny Cash,216,1,"['arkansas country', 'outlaw country']"
Jonathan Wilson,478,1,"['modern folk rock', 'neo-psychedelic', 'pop rock']"
Jonathan Young,229,1,"['comic', 'otacore']"
Joris de Man,3690,15,"['scorecore', 'soundtrack', 'video game music']"
Joseph Lawrence,1410,4,[]
José González,426,2,"['gothenburg indie', 'indie folk', 'neo mellow', 'stomp and holler', 'swedish indie folk', 'swedish indie pop', 'swedish singer-songwriter']"
Judas Priest,2017,8,"['album rock', 'birmingham metal', 'classic rock', 'hard rock', 'metal', 'power metal', 'rock']"
Julie London,190,2,"['adult standards', 'easy listening', 'lounge', 'soul', 'swing', 'torch song', 'vocal jazz']"
Julos Beaucarne,34,1,[]
Just Music Beats,898,4,['rap marseille']
Justin Bell,2257,12,['video game music']
Justin E. Bell,930,2,['video game music']
KISS,1452,8,"['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']"
Kacem Wapalek,250,3,['rap lyonnais']
Kalmah,297,2,"['finnish death metal', 'finnish melodeath', 'finnish metal', 'folk metal', 'melodic death metal', 'metal', 'oulu metal']"
Kansas,206,1,"['album rock', 'art rock', 'bow pop', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']"
Katatonia,1050,5,"['alternative metal', 'doom metal', 'gothic metal', 'metal', 'progressive metal', 'swedish doom metal', 'swedish metal', 'swedish progressive metal']"
Keigo Hoashi,2216,8,['japanese vgm']
Keiichi Okabe,4211,16,['japanese vgm']
Keith Merrill,545,2,['epicore']
Kendrick Lamar,6210,31,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
Kenny Chesney,226,1,"['contemporary country', 'country', 'country road']"
Kenny Wayne Shepherd,235,1,"['blues', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'modern blues', 'modern blues rock', 'rock']"
Kensuke Ushio,1130,6,"['anime score', 'japanese soundtrack', 'otacore']"
Keny Arkana,547,5,"['conscious hip hop', 'french hip hop', 'french reggae', 'rap conscient', 'rap marseille']"
Kery James,268,4,"['francoton', 'french hip hop', 'pop urbaine', 'rap conscient']"
Kevin Morby,11956,41,"['freak folk', 'indie folk', 'indie pop', 'indie rock', 'kc indie', 'modern folk rock', 'new americana', 'stomp and holler']"
Kheops,910,3,"['french hip hop', 'old school rap francais', 'rap inde', 'rap marseille']"
Kiefer,166,1,"['indie jazz', 'indie r&b', 'indie soul', 'neo r&b']"
Killer Be Killed,120,2,"['alternative metal', 'groove metal', 'nu metal']"
Kings & Creatures,971,7,['epicore']
Kings of Leon,19,2,"['modern rock', 'rock']"
Klub Des Loosers,202,1,"['french hip hop', 'rap inde']"
Kool Shen,479,3,"['french hip hop', 'rap conscient']"
Korn,24505,127,"['alternative metal', 'funk metal', 'nu metal', 'rap metal', 'rock']"
Kotaro Nakagawa,270,2,['anime score']
Kreator,284,1,"['death metal', 'german metal', 'german thrash metal', 'groove metal', 'hard rock', 'melodic thrash', 'metal', 'old school thrash', 'power metal', 'speed metal', 'thrash metal']"
Krzysztof Wierzynkiewicz,246,1,['video game music']
Kubbi,3126,10,"['bitpop', 'chiptune']"
Kuipers & Winter,1085,5,['background jazz']
Kuniyuki Takahashi,988,3,['japanese vgm']
L'Or du Commun,2936,16,[]
La Caution,0,1,"['french hip hop', 'old school rap francais']"
La Reine des chansons pour enfants et bébés,37,1,['musique pour enfants']
La Rumeur,594,3,"['french hip hop', 'rap inde']"
Lacuna Coil,438,2,"['alternative metal', 'gothic metal', 'italian gothic', 'italian gothic metal', 'italian metal', 'slayer', 'symphonic metal']"
Lake Of Tears,315,1,"['doom metal', 'gothic metal', 'progressive doom', 'swedish doom metal', 'swedish metal']"
Lamb of God,2210,10,"['alternative metal', 'groove metal', 'melodic metalcore', 'metal', 'nu metal', 'virginia metal']"
Laura Marling,88,2,"['art pop', 'british folk', 'british singer-songwriter', 'chamber pop', 'indie folk', 'indie pop', 'singer-songwriter', 'stomp and holler']"
Laura Shigihara,87,1,[]
League of Legends,68091,439,"['speedrun', 'video game music']"
Led Zeppelin,999,5,"['album rock', 'classic rock', 'hard rock', 'rock']"
Leg Day,219,1,[]
Lena Raine,210971,781,"['indie game soundtrack', 'video game music']"
Leprous,2507,9,"['djent', 'norwegian metal', 'prog metal', 'progressive metal']"
Les 3 Fromages,57,1,"['french punk', 'french rock']"
Les Fatals Picards,27,1,"['french folk pop', 'french reggae', 'french rock']"
Les Sales Majestés,16,1,"['french punk', 'french reggae', 'french rock']"
Lifeformed,2386,10,"['bitpop', 'indie game soundtrack']"
Lim,1,1,"['french hip hop', 'pop urbaine', 'rap inde']"
Lindemann,563,2,['neue deutsche harte']
Linkin Park,1170,7,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']"
LiquidCinema,500,3,['epicore']
Lisa Gordan Trio,768,2,[]
Lomepal,2,1,"['french hip hop', 'new french touch', 'rap conscient']"
Lord Of The Lost,493,2,"['dark rock', 'gothic metal', 'industrial metal', 'neue deutsche harte']"
Lordi,7,1,"['comic metal', 'finnish hard rock', 'finnish heavy metal', 'metal', 'power metal']"
Lorne Balfe,920,9,"['british soundtrack', 'epicore', 'scorecore', 'soundtrack', 'video game music']"
Louie Zong,901,9,"['otacore', 'weirdcore']"
Louis Armstrong,298,1,"['adult standards', 'dixieland', 'harlem renaissance', 'jazz trumpet', 'new orleans jazz', 'soul', 'swing', 'vocal jazz']"
Louis Prima,284,1,"['adult standards', 'jump blues', 'lounge', 'soul', 'swing', 'vocal jazz']"
Louis Silva Band,412,2,['background jazz']
Lucio Bukowski,610,2,"['french hip hop', 'rap inde', 'rap lyonnais']"
LudoWic,735,3,['modular synth']
Ludvig Forssell,708,3,"['anime', 'video game music']"
Ludwig Goransson,2,1,"['nordic soundtrack', 'scorecore', 'soundtrack']"
Lumsk,391,1,"['folk metal', 'nordic folk metal', 'norwegian metal', 'viking metal']"
Lunatic,444,3,"['french hip hop', 'old school rap francais', 'rap inde']"
Lydia Baskow Trio,157,1,['background jazz']
Léo Ferré,9842,59,"['chanson', 'nouvelle chanson francaise']"
MASTER BOOT RECORD,225,1,['darksynth']
MC Solaar,8107,68,"['french hip hop', 'french rock', 'jazz rap', 'old school rap francais']"
MEGTARO,483,3,[]
MGMT,299,1,"['alternative dance', 'indie rock', 'indietronica', 'modern rock', 'rock']"
Machinae Supremacy,1752,6,"['bitpop', 'future rock', 'power metal', 'swedish metal', 'swedish power metal']"
Machine Head,1860,8,"['alternative metal', 'groove metal', 'hard rock', 'industrial metal', 'melodic groove metal', 'melodic metalcore', 'metal', 'nu metal', 'progressive groove metal', 'rap rock', 'rock']"
Madeleine Peyroux,5803,27,"['adult standards', 'contemporary vocal jazz', 'jazz pop', 'lounge', 'soul', 'vocal jazz']"
Mallias,495,4,[]
Malukah,2124,14,['video game music']
Manau,478,2,"['french rock', 'rap conscient']"
Mandevilla,1778,6,['background jazz']
Manowar,310,1,"['comic metal', 'hard rock', 'metal', 'power metal', 'rock', 'us power metal']"
Manuel de Falla,296,2,"['classical', 'early modern classical', 'impressionism', 'neoclassicism', 'post-romantic era']"
Marcin Przybyłowicz,17844,102,"['scorecore', 'video game music']"
Marcus Warner,276,1,['epicore']
Marilyn Manson,718,4,"['alternative metal', 'industrial', 'industrial metal', 'industrial rock', 'nu metal', 'wrestling']"
Marius Neset,147,1,"['jazz saxophone', 'norwegian contemporary jazz']"
Mark Knopfler,670,3,"['classic rock', 'folk rock', 'mellow gold', 'soft rock']"
Marlon Williams,161,1,"['nz folk', 'nz pop', 'nz singer-songwriter']"
Martin O'Donnell,1317,6,"['scorecore', 'video game music']"
Marty Robbins,147,1,"['cowboy western', 'nashville sound']"
Mary Shelley,49,1,['reading']
Massive Attack,249,1,"['big beat', 'downtempo', 'electronica', 'trip hop']"
Mastodon,2031,8,"['alternative metal', 'atlanta metal', 'hard rock', 'metal', 'nu metal', 'progressive groove metal', 'progressive sludge', 'rock', 'sludge metal', 'stoner metal']"
Matias Puumala,494,2,['epicore']
Matt Maltese,218,1,"['dream smp', 'indie anthem-folk', 'indie pop']"
Matt Uelmen,2504,15,['video game music']
Maurice Ravel,688,2,"['classical', 'early modern classical', 'impressionism', 'neoclassicism', 'post-romantic era']"
Maxime Le Forestier,11,1,"['chanson', 'french pop', 'nouvelle chanson francaise']"
Me And That Man,476,2,['gothic americana']
Megadeth,4393,19,"['album rock', 'alternative metal', 'hard rock', 'melodic thrash', 'metal', 'old school thrash', 'rock', 'speed metal', 'thrash metal']"
Mel Tormé,317,2,"['adult standards', 'big band', 'cool jazz', 'easy listening', 'lounge', 'swing', 'vocal jazz']"
Melody Gardot,270,1,"['adult standards', 'contemporary vocal jazz', 'lounge', 'soul', 'vocal jazz']"
Metallica,26410,86,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']"
Metalocalypse: Dethklok,461,2,"['comic', 'comic metal']"
Michael Giacchino,51,1,['soundtrack']
Michael Jackson,1648,5,"['pop', 'r&b', 'soul']"
Michael Shirt,1443,10,[]
Michael Soriano Trio,206,1,['background jazz']
Michael Tai,546,2,"['japanese instrumental', 'otacore', 'scorecore']"
Michael Wollny,321,1,"['contemporary jazz', 'german jazz']"
Michel Legrand,1,1,"['classic soundtrack', 'french jazz', 'french soundtrack']"
Mikolai Stroinski,6281,48,"['scorecore', 'video game music']"
Milk Coffee & Sugar,95,4,"['rap conscient', 'rap inde']"
Miracle Of Sound,4422,22,"['antiviral pop', 'comic', 'irish metal', 'otacore', 'video game music']"
Moriarty,188,3,"['electro-pop francais', 'french indie folk', 'french indie pop', 'french rock', 'nouvelle chanson francaise', 'swiss rock']"
Motoi Sakuraba,1858,7,"['japanese vgm', 'video game music']"
Motörhead,1383,5,"['album rock', 'alternative metal', 'hard rock', 'metal', 'rock', 'speed metal']"
Mudeth,2184,9,"['bangalore indie', 'indie game soundtrack']"
Mudvayne,216,1,"['alternative metal', 'groove metal', 'industrial metal', 'nu metal', 'rap metal', 'rap rock']"
Muse,28938,88,"['modern rock', 'permanent wave', 'rock']"
Mychael Danna,1183,7,"['canadian soundtrack', 'scorecore', 'soundtrack']"
Myele Manzanza,428,1,"['indie jazz', 'uk contemporary jazz']"
Mylène Farmer,4796,19,"['chanson', 'french pop', 'french synthpop']"
Myrath,272,1,"['african rock', 'arab metal', 'oriental metal', 'progressive metal']"
Måns & Dotter,620,4,[]
Médine,524,11,"['french hip hop', 'pop urbaine', 'rap conscient', 'rap francais']"
NINJA TRACKS,146,1,['epicore']
NTO,7229,21,"['minimal melodic techno', 'minimal techno', 'new french touch', 'tropical house']"
Nakk Mendosa,322,4,"['french hip hop', 'rap inde']"
Nancy Sinatra,418,2,"['brill building pop', 'folk rock', 'lounge']"
Narsilion,414,1,"['dark wave', 'ethereal wave', 'medieval folk', 'middle earth', 'neoclassical darkwave', 'rune folk']"
Nat King Cole,673,4,"['adult standards', 'lounge', 'soul', 'vocal jazz']"
Neal Acree,4999,30,"['epicore', 'scorecore', 'video game music']"
Neil Young,411,4,"['album rock', 'canadian singer-songwriter', 'classic canadian rock', 'classic rock', 'mellow gold', 'permanent wave', 'rock', 'roots rock', 'singer-songwriter']"
Nemir,412,4,"['french hip hop', 'pop urbaine', 'rap calme']"
Neun Welten,334,1,"['medieval folk', 'neoclassical darkwave', 'neofolk']"
Neutral Milk Hotel,202,1,"['alternative rock', 'anti-folk', 'elephant 6', 'indie pop', 'indie rock', 'lo-fi', 'modern rock']"
Nevermore,1,1,"['metal', 'neo classical metal', 'power metal', 'progressive groove metal', 'progressive metal', 'seattle metal', 'thrash metal']"
Nick Waterhouse,180,1,"['chicago indie', 'funk']"
Nightmares On Wax,281,1,"['bleep techno', 'downtempo', 'electronica', 'nu jazz', 'trip hop', 'turntablism']"
Nightmargin,7203,70,['indie game soundtrack']
Nina Simone,370,2,"['jazz blues', 'soul', 'soul jazz', 'torch song', 'vocal jazz']"
Nine Inch Nails,374,1,"['alternative metal', 'alternative rock', 'cyberpunk', 'electronic rock', 'industrial', 'industrial metal', 'industrial rock', 'nu metal', 'rock']"
Nino Ferrer,62,1,"['chanson', 'french rock', 'nouvelle chanson francaise', 'ye ye']"
No Mana,277,1,"['complextro', 'edm', 'electro house']"
Nobuo Uematsu,455,2,"['anime score', 'chiptune', 'final fantasy', 'japanese classical', 'japanese vgm', 'video game music']"
Noir Désir,231,8,"['chanson', 'french pop', 'french reggae', 'french rock', 'rock alternatif francais']"
Nora Maddox,708,6,[]
Norberg,672,4,['background jazz']
Norther,246,1,"['finnish death metal', 'finnish melodeath', 'finnish metal', 'folk metal', 'melodic death metal', 'metal', 'viking metal']"
Nothing But Thieves,237,1,"['alternative pop rock', 'modern alternative rock', 'modern rock', 'rock']"
Novo Stella,800,4,['background jazz']
Nox Arcana,347,1,"['dungeon synth', 'ethereal wave', 'medieval folk', 'neoclassical darkwave', 'rune folk']"
Odezenne,314,3,"['french hip hop', 'french indie pop', 'french indietronica', 'new french touch', 'nouvelle chanson francaise']"
Ol Kainry,236,1,"['french hip hop', 'rap inde']"
Ola W Jansson,199,1,['background jazz']
Oleg Ponomarev,191,1,['gypsy']
Opeth,8490,30,"['alternative metal', 'metal', 'progressive death metal', 'progressive metal', 'rock', 'swedish metal', 'swedish progressive metal']"
Orelsan,268,3,"['french hip hop', 'old school rap francais', 'rap conscient']"
Ottorino Respighi,491,2,"['classical', 'early modern classical', 'impressionism', 'italian romanticism', 'neoclassicism', 'post-romantic era']"
Oxmo Puccino,8246,48,"['french hip hop', 'old school rap francais', 'rap conscient']"
Ozzy Osbourne,927,4,"['album rock', 'birmingham metal', 'hard rock', 'metal', 'rock']"
P.O.D.,190,1,"['alternative metal', 'funk metal', 'nu metal', 'rap metal', 'rap rock']"
PJ Harvey,235,1,"['alternative rock', 'art pop', 'art rock', 'chamber psych', 'indie rock', 'melancholia', 'permanent wave', 'piano rock', 'rock', 'singer-songwriter']"
Pablo Caballero,122,1,[]
Pain,683,5,"['industrial metal', 'metal', 'neue deutsche harte']"
Pain of Salvation,1037,3,"['neo-progressive', 'prog metal', 'progressive metal', 'swedish progressive metal', 'symphonic rock']"
Pandrezz,335,2,"['chillhop', 'lo-fi beats']"
Pantera,662,2,"['alternative metal', 'groove metal', 'hard rock', 'metal', 'nu metal', 'old school thrash', 'rock', 'texas metal', 'wrestling']"
Papa Roach,829,4,"['alternative metal', 'nu metal', 'rap metal', 'rap rock']"
Paradise Lost,290,1,"['death metal', 'doom metal', 'gothic metal', 'metal', 'uk doom metal']"
Paradox Interactive,3002,9,"['scorecore', 'video game music']"
Pascal Michael Stiefel,3068,13,"['indie game soundtrack', 'japanese vgm', 'otacore']"
Patryk Scelina,129,1,['epicore']
Paul Mauriat,0,2,"['adult standards', 'easy listening']"
Pawel Blaszczak,321,1,['video game music']
Payu,190,1,[]
Peach Pit,361,1,"['indie pop', 'modern alternative rock', 'modern rock', 'vancouver indie']"
Peggy Lee,347,2,"['adult standards', 'easy listening', 'lounge', 'soul', 'swing', 'torch song', 'vocal jazz']"
Pen of Chaos Et Le Naheulband,23865,137,[]
Percival,238,2,['video game music']
Percy Faith & His Orchestra,142,1,"['adult standards', 'easy listening', 'lounge']"
Perturbator,845,3,"['cyberpunk', 'dark clubbing', 'darksynth', 'synthwave']"
Peter Gabriel,280,3,"['album rock', 'art pop', 'art rock', 'classic rock', 'mellow gold', 'permanent wave', 'rock', 'soft rock']"
Peter Nero,540,3,"['adult standards', 'easy listening', 'lounge']"
Peter Rostov Trio,912,5,['background jazz']
Petter Eldh,252,1,['experimental jazz']
Philosophize This!,2,1,[]
Pierre Perret,33,1,"['chanson', 'french pop']"
Pink Floyd,131987,457,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']"
Pink Martini,654,3,"['adult standards', 'lounge', 'vocal jazz']"
Piotr Musiał,6299,29,['video game music']
Pixies,558,3,"['alternative rock', 'boston rock', 'modern rock', 'permanent wave', 'rock']"
Placebo,1145,6,"['alternative rock', 'britpop', 'modern rock', 'permanent wave', 'rock']"
Platina Jazz,309,1,[]
Poldoore,240,1,"['chillhop', 'new french touch']"
Pomme,457,5,"['french indie pop', 'french pop', 'nouvelle chanson francaise']"
Powerwolf,218,2,"['german metal', 'german power metal', 'metal', 'power metal']"
Prismo,197,1,"['bass trap', 'gaming edm', 'traprun']"
Puscifer,150,1,"['alternative metal', 'alternative rock', 'industrial metal', 'industrial rock', 'nu metal']"
Q Funktion,168,1,['electro dub']
Qntal,356,1,"['dark wave', 'ethereal wave', 'medieval folk', 'neoclassical darkwave', 'neue deutsche todeskunst', 'rune folk']"
Quarter to Africa,274,1,['israeli jazz']
Queen,3180,13,"['classic rock', 'glam rock', 'rock']"
Queens of the Stone Age,344,2,"['alternative metal', 'alternative rock', 'blues rock', 'modern rock', 'nu metal', 'palm desert scene', 'rock', 'stoner metal', 'stoner rock']"
Queensrÿche,542,2,"['album rock', 'glam metal', 'hard rock', 'metal', 'progressive metal', 'rock', 'us power metal']"
Qumu,5,1,"['lo-fi vgm', 'otacore', 'vgm remix']"
R Armando Morabito,367,1,['epicore']
R.E.M.,1086,4,"['alternative rock', 'athens indie', 'classic rock', 'permanent wave', 'pop rock', 'rock']"
RMaster,147,1,"['anime latino', 'anime piano', 'otacore', 'scorecore']"
ROZEN,946,4,"['otacore', 'scorecore', 'video game music']"
Racer X,260,1,"['hard rock', 'metal', 'neo classical metal']"
Radiohead,61041,239,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']"
Rainbow,4258,15,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']"
Ralph Vaughan Williams,385,1,"['classical', 'early modern classical', 'post-romantic era']"
Ralpi Composer,209,1,"['otacore', 'scorecore']"
Ramin Djawadi,394,2,"['german soundtrack', 'scorecore', 'soundtrack', 'video game music']"
Rammstein,34159,144,"['alternative metal', 'german metal', 'industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte', 'nu metal']"
Randy Newman,124,1,"['disney', 'movie tunes', 'singer-songwriter']"
Raney Shockne,181,1,['bardcore']
Raphaël,51,1,"['chanson', 'french indie pop', 'french pop', 'french rock', 'nouvelle chanson francaise']"
Reese Quartet,824,4,[]
Renaud,2,1,"['chanson', 'french pop', 'french rock']"
Revolt Production Music,258,3,['epicore']
Rhapsody Of Fire,1553,5,"['italian folk metal', 'italian metal', 'italian power metal', 'melodic metal', 'neo classical metal', 'power metal', 'symphonic metal']"
Richard Dorfmeister,361,1,[]
Ridan,233,3,"['chanson', 'french folk pop', 'french reggae', 'french rock', 'nouvelle chanson francaise']"
Rilès,6,1,['french hip hop']
Rings of Saturn,107,1,"['deathcore', 'melodic metalcore', 'technical deathcore']"
Rise Against,671,3,"['chicago hardcore', 'chicago punk', 'hardcore punk', 'pop punk', 'punk']"
Rivers of Nihil,1206,4,['technical death metal']
Robert Elovsson Quartet,832,4,['background jazz']
Robert L. Euvino,27322,167,[]
Robert Louis Stevenson,48,1,"['hoerspiel', 'reading']"
Rocca,264,2,['colombian hip hop']
Rockin' Squat,60,2,"['conscious hip hop', 'french hip hop', 'rap conscient']"
Rocé,229,2,"['french hip hop', 'rap inde']"
Rodríguez,432,3,['folk rock']
Rome,242,1,[]
Rone,503,3,"['electronica', 'filter house', 'french indie pop', 'french indietronica', 'microhouse', 'minimal techno', 'new french touch']"
Rossdale Junction,450,2,[]
Rotting Christ,348,1,"['black metal', 'gothic black metal', 'greek black metal', 'greek metal', 'melodic black metal', 'metal', 'symphonic black metal', 'symphonic deathcore']"
Routs Wayne,107,2,[]
Ruby My Dear,211,1,"['breakcore', 'deep breakcore', 'drill and bass']"
Running Wild,387,1,"['german metal', 'german power metal', 'hard rock', 'metal', 'neo classical metal', 'neo-trad metal', 'old school thrash', 'pirate', 'power metal', 'speed metal']"
Russell Brower,9672,45,"['scorecore', 'video game music']"
Russell Shaw,255,1,['video game music']
Ryan Hurd,207,1,"['contemporary country', 'country pop']"
S3RL,162,1,"['australian dance', 'bouncy house', 'happy hardcore']"
SIE Sound Team,1901,8,"['japanese vgm', 'sound team', 'video game music']"
SNIPER,1,3,"['francoton', 'french hip hop', 'french reggae', 'rap conscient']"
Sabaton,3883,17,"['metal', 'power metal', 'swedish metal', 'swedish power metal']"
Saez,2,2,"['chanson', 'french indie pop', 'french pop', 'french reggae', 'french rock']"
Salif,0,1,"['french hip hop', 'pop urbaine', 'rap inde']"
Saliva,252,1,"['alternative metal', 'nu metal', 'rap metal', 'rap rock', 'wrestling']"
Sam Hulick,832,8,"['epicore', 'scorecore', 'soundtrack', 'video game music']"
Samuel Barber,596,1,"['american modern classical', 'classical', 'early modern classical']"
Sarah Schachner,1101,6,"['scorecore', 'soundtrack', 'video game music']"
Satyricon,392,1,"[""black 'n' roll"", 'black metal', 'metal', 'norwegian black metal', 'norwegian metal', 'pagan black metal', 'symphonic black metal']"
Savatage,39,2,"['album rock', 'hard rock', 'metal', 'neo classical metal', 'power metal', 'progressive metal', 'us power metal']"
Scattle,3715,18,['darksynth']
Scorpions,3965,14,"['album rock', 'german hard rock', 'german metal', 'german rock', 'hard rock', 'metal', 'rock']"
Scred Connexion,266,4,"['french hip hop', 'old school rap francais', 'rap inde']"
Seaforth,446,2,"['contemporary country', 'country pop']"
Seether,207,1,"['alternative metal', 'modern rock', 'nu metal', 'post-grunge', 'south african rock']"
Sentenced,255,1,"['finnish death metal', 'finnish melodeath', 'finnish metal', 'gothic metal', 'melodic death metal', 'metal', 'oulu metal']"
Septicflesh,403,3,"['death metal', 'greek metal', 'melodic death metal', 'metal', 'symphonic death metal', 'symphonic metal']"
Serge Gainsbourg,291,3,"['chanson', 'french pop', 'french rock']"
Serj Tankian,2002,9,"['alternative metal', 'nu metal']"
