artistName,trackName,sPlayed,count,genres,trackId,duration,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature
Danzig,Mother,408,2,"['alternative metal', 'hard rock', 'metal', 'rock']",7txxAtOMwLLnQTpKeBL6bp,204866.0,0.365,0.00726,0.763,0.000457,0.0865,0.342,-9.45,0.0591,148.366,11.0,4.0
Dark Moor,Vivaldi's Winter,219,1,"['melodic metal', 'neo classical metal', 'power metal', 'spanish metal', 'symphonic metal', 'symphonic power metal']",6tpZYMxcVhIjypOnk5eglk,219747.0,0.493,6.3e-05,0.791,0.886,0.218,0.349,-6.322,0.0293,139.981,4.0,4.0
Dark Tranquillity,Atoma,259,1,"['death metal', 'gothenburg metal', 'melodic death metal', 'metal', 'swedish death metal', 'swedish melodeath', 'swedish metal']",4HlVUapocBDBqkPtET2knz,259959.0,0.413,0.000159,0.969,0.344,0.18,0.179,-4.91,0.0822,75.026,11.0,4.0
Dark Tranquillity,Lethe,282,1,"['death metal', 'gothenburg metal', 'melodic death metal', 'metal', 'swedish death metal', 'swedish melodeath', 'swedish metal']",7HuHH0A2ilk8EAfrREfmSD,282906.0,0.34,0.00335,0.886,0.102,0.126,0.0702,-8.245,0.0492,112.928,8.0,1.0
Dark Tranquillity,Misery's Crown,254,1,"['death metal', 'gothenburg metal', 'melodic death metal', 'metal', 'swedish death metal', 'swedish melodeath', 'swedish metal']",6NeUmwrvmkIuTO9dh3qOwT,254106.0,0.464,0.000128,0.964,0.205,0.324,0.585,-4.338,0.0603,135.078,6.0,4.0
Dark Tranquillity,The Absolute,628,2,"['death metal', 'gothenburg metal', 'melodic death metal', 'metal', 'swedish death metal', 'swedish melodeath', 'swedish metal']",2ngrnN7WR5fL5xLf8vXVTX,314826.0,0.393,0.202,0.496,0.062,0.163,0.0495,-9.374,0.0266,142.049,3.0,3.0
Dark Tranquillity,Time Out of Place,218,1,"['death metal', 'gothenburg metal', 'melodic death metal', 'metal', 'swedish death metal', 'swedish melodeath', 'swedish metal']",1T2wxyfvcKQSKIj0DdMZNM,218733.0,0.416,0.0128,0.426,1.09e-05,0.0782,0.184,-9.092,0.0326,137.022,4.0,4.0
Daron Malakian and Scars On Broadway,Funny,175,1,"['alternative metal', 'nu metal']",7tZdEJUnzaZLWCirFFGal1,175413.0,0.476,0.0017,0.902,3.15e-06,0.0695,0.819,-3.074,0.0331,142.771,8.0,4.0
Daron Malakian and Scars On Broadway,Guns Are Loaded,512,2,"['alternative metal', 'nu metal']",2SZF3qH7XF7205oNaeEs49,256586.0,0.532,0.0254,0.739,4.03e-06,0.0498,0.295,-4.066,0.0325,145.031,8.0,4.0
Daron Malakian and Scars On Broadway,Lives,486,2,"['alternative metal', 'nu metal']",3gcwc81JOrMSFUXr8PAkMV,243960.0,0.527,0.00948,0.947,0.0,0.132,0.532,-1.948,0.0387,142.054,0.0,4.0
Daron Malakian and Scars On Broadway,They Say,588,6,"['alternative metal', 'nu metal']",297lTBnCfkMyqzCfDCpqn6,167973.0,0.469,0.00162,0.991,1.43e-06,0.0826,0.46,-1.275,0.0475,139.765,1.0,4.0
Darren Korb,Build That Wall (Zia's Theme),165,1,"['indie game soundtrack', 'japanese vgm', 'video game music']",5DutiJxznQmcV5a5a1zfRW,165016.0,0.77,0.958,0.0785,5.57e-06,0.0916,0.341,-12.128,0.0371,108.127,5.0,4.0
Darren Korb,From Olympus,2101,11,"['indie game soundtrack', 'japanese vgm', 'video game music']",0PijoCJtD6iTbaLgvVVIPp,191918.0,0.78,0.651,0.354,0.894,0.108,0.665,-12.346,0.0446,108.041,5.0,3.0
Darren Korb,God of the Dead,1082,2,"['indie game soundtrack', 'japanese vgm', 'video game music']",65pRSbXmrkdE1HzzIkeLPH,541336.0,0.239,0.000942,0.933,0.784,0.128,0.175,-5.688,0.0833,118.022,5.0,4.0
Darren Korb,Good Riddance (Eurydice Solo),708,4,"['indie game soundtrack', 'japanese vgm', 'video game music']",5gQTdwbLvhRHtMcyWxl3y2,177322.0,0.491,0.949,0.195,0.0476,0.208,0.281,-12.065,0.0296,76.041,0.0,4.0
Darren Korb,In Case of Trouble,352,2,"['indie game soundtrack', 'japanese vgm', 'video game music']",4lkq5v8nVr5feDwYWCDjwr,176531.0,0.566,0.0623,0.799,0.795,0.307,0.168,-6.448,0.0426,92.994,2.0,4.0
Darren Korb,In Circles,206,1,"['indie game soundtrack', 'japanese vgm', 'video game music']",0QmRxULjdHiYLVkdFCRSL6,206332.0,0.376,0.42,0.34,0.0255,0.0993,0.244,-6.871,0.0336,130.081,11.0,5.0
Darren Korb,In the Blood,750,3,"['indie game soundtrack', 'japanese vgm', 'video game music']",5M8tCPBRAGdAVAyKIaEh9l,250237.0,0.306,0.405,0.66,0.00149,0.18,0.136,-4.952,0.0341,154.042,5.0,4.0
Darren Korb,Lament of Orpheus,1000,5,"['indie game soundtrack', 'japanese vgm', 'video game music']",0lheBnCG6GonaIsznGzGUI,193290.0,0.495,0.929,0.333,0.0178,0.125,0.103,-9.3,0.0294,125.62,7.0,3.0
Darren Korb,Never to Return,225,1,"['indie game soundtrack', 'japanese vgm', 'video game music']",3yw4PI6bHIvtqBehcRveWf,225636.0,0.23,0.506,0.367,0.00317,0.112,0.219,-9.076,0.0362,115.552,9.0,4.0
Darren Korb,No Escape,2320,16,"['indie game soundtrack', 'japanese vgm', 'video game music']",5uiqrM9NLgnoAkJeqJqdlt,145048.0,0.374,0.00191,0.715,0.826,0.105,0.328,-7.927,0.0277,178.035,5.0,4.0
Darren Korb,Old Friends,201,1,"['indie game soundtrack', 'japanese vgm', 'video game music']",4zmT3KiW5UVfzGSIkYbs0y,201324.0,0.677,0.0045,0.444,0.905,0.0981,0.171,-5.429,0.0276,133.96,2.0,4.0
Darren Korb,On the Coast,600,3,"['indie game soundtrack', 'japanese vgm', 'video game music']",23mXpdnCEOmXDxqAZUaYyA,200652.0,0.0718,0.686,0.233,0.489,0.115,0.0363,-15.126,0.0421,76.896,5.0,4.0
Darren Korb,Out of Tartarus,3178,10,"['indie game soundtrack', 'japanese vgm', 'video game music']",4FuOHRPC3ZIQ7VQd7KMbds,353972.0,0.53,0.00439,0.772,0.875,0.0429,0.744,-7.292,0.0388,163.964,0.0,4.0
Darren Korb,Paper Boats (feat. Ashley Barrett),240,1,"['indie game soundtrack', 'japanese vgm', 'video game music']",3deUFJzGwnWTsTel4EeEeV,240936.0,0.422,0.297,0.406,0.0827,0.262,0.0624,-6.287,0.033,155.633,2.0,4.0
Darren Korb,Scourge of the Furies,4185,12,"['indie game soundtrack', 'japanese vgm', 'video game music']",2OCOsaORs3HhmybcodGSUH,506752.0,0.537,0.00207,0.805,0.934,0.0904,0.608,-8.03,0.0374,97.013,7.0,4.0
Darren Korb,"Setting Sail, Coming Home (End Theme)",174,1,"['indie game soundtrack', 'japanese vgm', 'video game music']",4wsxtmLm89JBwWWAMKLxf2,174874.0,0.724,0.00451,0.753,0.0182,0.208,0.583,-5.076,0.031,120.06,0.0,4.0
Darren Korb,She Shines,83,1,"['indie game soundtrack', 'japanese vgm', 'video game music']",66vXMAQCPy44jEfzCXkD4I,274680.0,0.392,0.822,0.264,9.87e-05,0.148,0.037,-8.447,0.0338,109.766,0.0,4.0
Darren Korb,The Bloodless,147,1,"['indie game soundtrack', 'japanese vgm', 'video game music']",49c6GsaSQeFzbFE3NpZ0lY,147152.0,0.476,0.267,0.902,0.769,0.118,0.638,-5.662,0.0552,114.099,2.0,3.0
Darren Korb,The House of Hades,1752,6,"['indie game soundtrack', 'japanese vgm', 'video game music']",5qr4FnHbYdTYl6OzWyagtF,292202.0,0.51,0.352,0.596,0.968,0.088,0.28,-7.608,0.029,88.018,0.0,4.0
Darren Korb,The King and the Bull,462,1,"['indie game soundtrack', 'japanese vgm', 'video game music']",69s5SmUf6338a0w4J8c8GC,462002.0,0.318,0.00161,0.817,0.946,0.11,0.709,-7.796,0.0362,138.03,7.0,4.0
Darren Korb,The Painful Way,2066,7,"['indie game soundtrack', 'japanese vgm', 'video game music']",6XpA6R9pRVgZcjarViwOm0,413756.0,0.582,0.114,0.695,0.926,0.0796,0.629,-7.208,0.0325,97.997,0.0,4.0
Darren Korb,The Spine,211,1,"['indie game soundtrack', 'japanese vgm', 'video game music']",73Y9hdG2546Lg75XLETzK3,211314.0,0.259,0.868,0.318,2.83e-05,0.0629,0.0396,-7.676,0.0306,134.803,8.0,4.0
Darren Korb,The Unseen Ones,516,2,"['indie game soundtrack', 'japanese vgm', 'video game music']",5lfoxLv56xGnP8CDLfhA7r,258497.0,0.357,2.06e-05,0.933,0.903,0.315,0.139,-4.082,0.0698,118.145,5.0,4.0
Darren Korb,Through Asphodel,307,1,"['indie game soundtrack', 'japanese vgm', 'video game music']",3nWcKL9oj1h6R6Ggu25zOR,522882.0,0.471,0.156,0.835,0.849,0.12,0.476,-6.743,0.044,139.987,2.0,4.0
Darren Korb,Vagrant Song,208,1,"['indie game soundtrack', 'japanese vgm', 'video game music']",6YtEjJLXLVjNcnpyIHv0PT,155221.0,0.693,0.953,0.13,0.000347,0.105,0.441,-13.772,0.0322,107.895,1.0,4.0
Darren Korb,We All Become,235,1,"['indie game soundtrack', 'japanese vgm', 'video game music']",5qBRuc4kh5IjTzIuMfoIJ8,235033.0,0.156,0.671,0.265,0.0514,0.148,0.124,-11.46,0.0357,77.518,6.0,4.0
Darren Korb,We All Become (feat. Ashley Barrett),149,1,"['indie game soundtrack', 'japanese vgm', 'video game music']",5WZh4sv62fSXNgmhb1aU0C,149897.0,0.411,0.669,0.581,0.000108,0.1,0.111,-6.237,0.0419,169.978,6.0,4.0
Darren Korb,Wretched Shades,350,2,"['indie game soundtrack', 'japanese vgm', 'video game music']",314kpjYUOjVsd5nIAvw4ZV,175321.0,0.665,0.821,0.556,0.947,0.18,0.689,-10.217,0.0768,152.917,7.0,4.0
Dave Holland,Mashup,395,1,"['avant-garde jazz', 'british jazz', 'contemporary jazz', 'contemporary post-bop', 'ecm-style jazz', 'free jazz', 'japanese jazz', 'jazz', 'jazz double bass', 'jazz fusion', 'library music', 'uk contemporary jazz']",0pwer8xej3kSWGHHdLY6AH,395853.0,0.464,0.651,0.418,0.805,0.13,0.486,-18.397,0.0349,110.181,11.0,4.0
David Arkenstone,Taverns,532,2,"['new age', 'video game music']",48GvW7NPbRhKYo2l1CHG5M,266213.0,0.394,0.635,0.266,0.197,0.116,0.519,-14.004,0.0402,105.0,11.0,3.0
David Arkenstone,Thunderbrew,121,1,"['new age', 'video game music']",0Ri1S3IyEhWvwUyPxoy2uO,121146.0,0.516,0.474,0.27,0.00416,0.438,0.661,-13.696,0.0343,110.838,4.0,4.0
David Bowie,Moonage Daydream - 2012 Remaster,279,1,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",6mib3N4E8PZHAGQ3xy7bho,279693.0,0.56,0.0408,0.605,0.000162,0.0585,0.756,-11.209,0.0348,144.478,11.0,4.0
David Bowie,Space Oddity - 2015 Remaster,318,1,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",72Z17vmmeQKAg8bptWvpVG,318026.0,0.31,0.0726,0.403,9.27e-05,0.139,0.466,-13.664,0.0326,134.48,0.0,4.0
David Fenn,Beyond the Gates,328,4,"['indie game soundtrack', 'video game music']",2BfVdtGIsNDvAAgEyQB7Tr,82254.0,0.53,0.757,0.473,0.93,0.156,0.361,-12.698,0.0299,180.055,9.0,3.0
David Fenn,Botanical Brigade,404,2,"['indie game soundtrack', 'video game music']",42StXFSmub6aEvb85c6zLZ,202879.0,0.65,0.744,0.424,0.817,0.0783,0.656,-13.8,0.031,120.011,2.0,4.0
David Fenn,Carnivorous Mutae,588,4,"['indie game soundtrack', 'video game music']",3s75wtcAmD9bqJpejqDS2P,147139.0,0.201,0.685,0.567,0.555,0.526,0.272,-11.724,0.0439,179.587,9.0,3.0
David Fenn,Dancing Fire,359,2,"['indie game soundtrack', 'video game music']",6VLqCtC9SgUO7M0Tr7RyrZ,180148.0,0.4,0.715,0.51,0.693,0.152,0.334,-12.787,0.0322,129.941,6.0,4.0
David Fenn,Dreams of Adventures - Bonus Track,159,1,"['indie game soundtrack', 'video game music']",7iU0VP42JN3ZtV0XNDuGqc,159009.0,0.264,0.809,0.408,0.715,0.0903,0.237,-10.642,0.0326,172.218,4.0,3.0
David Fenn,Energy Flux,292,3,"['indie game soundtrack', 'video game music']",3xqea4p7dvUV2SDBQnXsZ8,146888.0,0.418,7.26e-05,0.751,0.768,0.121,0.114,-13.593,0.0346,100.038,5.0,3.0
David Fenn,Forbidden Steps,452,2,"['indie game soundtrack', 'video game music']",70YZdpGQQbZIPJMznwXhz6,226104.0,0.454,0.882,0.443,0.919,0.0998,0.204,-12.724,0.0278,95.01,5.0,4.0
David Fenn,Gaining Courage,420,2,"['indie game soundtrack', 'video game music']",1X9zG05SC7QhVvDLyD1ZzY,210898.0,0.484,0.844,0.334,0.712,0.166,0.33,-14.246,0.0321,120.0,2.0,4.0
David Fenn,Golem King,262,2,"['indie game soundtrack', 'video game music']",2w4DCzFTCfQSONsUmb9LTk,131133.0,0.514,0.762,0.447,0.961,0.13,0.387,-11.841,0.0284,180.11,5.0,3.0
David Fenn,Haywire,159,1,"['indie game soundtrack', 'video game music']",1gCdH9zx2BMceFuOTGjNqH,159893.0,0.576,0.0329,0.483,0.902,0.112,0.138,-15.078,0.0284,135.023,9.0,4.0
David Fenn,Journey through the Ancient Sands,448,2,"['indie game soundtrack', 'video game music']",7HNJr1dnlLVpVXJGz8RNBI,224642.0,0.427,0.674,0.367,0.786,0.179,0.079,-13.057,0.0299,129.991,9.0,4.0
David Fenn,Macadamia Mayhem,454,2,"['indie game soundtrack', 'video game music']",4rOGzhyaEvxsOkIlFhWuA4,227348.0,0.619,0.914,0.414,0.816,0.129,0.517,-12.953,0.0252,98.0,2.0,4.0
David Fenn,Naja,266,2,"['indie game soundtrack', 'video game music']",5ZdOmEOez8u3DNpjDOT8TF,133523.0,0.351,0.00765,0.665,0.885,0.303,0.35,-12.248,0.0311,66.636,9.0,4.0
David Fenn,Onsen,244,4,"['indie game soundtrack', 'video game music']",5gRa0l1TwsN1ycC6lfaSuU,61658.0,0.353,0.923,0.225,0.982,0.102,0.236,-20.783,0.0327,130.287,5.0,4.0
David Fenn,Restless Roots,352,2,"['indie game soundtrack', 'video game music']",6BOEaVcim8kT6YJRRlD3AP,176794.0,0.559,0.796,0.4,0.823,0.129,0.475,-13.396,0.0288,104.982,2.0,4.0
David Fenn,Rynoka Variations - Bonus Track,626,1,"['indie game soundtrack', 'video game music']",3YQO2dR8jQwLkg5V57DstC,626461.0,0.361,0.808,0.312,0.00824,0.105,0.301,-13.845,0.0252,81.437,4.0,4.0
David Fenn,Sentient Stone,344,2,"['indie game soundtrack', 'video game music']",66PRqj2PhTFUQbrsj7Or1B,172548.0,0.56,0.796,0.551,0.899,0.262,0.241,-14.068,0.0285,101.959,10.0,4.0
David Fenn,The Abandoned Laboratory,673,3,"['indie game soundtrack', 'video game music']",6IH4Ym3olgrfXvz0dZyCqU,248860.0,0.502,0.000469,0.343,0.671,0.153,0.0712,-17.208,0.035,125.018,2.0,4.0
David Fenn,The Heroic Merchant,246,2,"['indie game soundtrack', 'video game music']",7ENtjpGLsO4lBCOlNwd6mA,123440.0,0.418,0.858,0.342,0.901,0.0908,0.21,-11.601,0.0313,121.947,5.0,4.0
David Fenn,The Moonlighter,660,3,"['indie game soundtrack', 'video game music']",0uywJuCmIHL8V8MVXRNL8O,220902.0,0.669,0.81,0.218,0.843,0.104,0.537,-14.946,0.0492,184.94,5.0,3.0
David Fenn,The Void,430,2,"['indie game soundtrack', 'video game music']",28X088gcQpuAJkusuDSaKT,215268.0,0.506,0.0174,0.647,0.921,0.125,0.079,-12.488,0.0284,94.985,10.0,3.0
David Fenn,Tired Rynoka,312,3,"['indie game soundtrack', 'video game music']",5X6MW85MJ0XWbyZesLCffw,104704.0,0.402,0.822,0.167,0.947,0.155,0.164,-15.436,0.0345,156.091,4.0,4.0
David Fenn,Uncontrolled Variables,160,1,"['indie game soundtrack', 'video game music']",6AAks2IE4xGTgr9tvpiMpo,160334.0,0.429,0.0561,0.441,0.763,0.156,0.0735,-16.315,0.0315,135.038,2.0,4.0
David Fenn,Village of Rynoka,523,3,"['indie game soundtrack', 'video game music']",4KY49qAIEyotLgjbZDfwoo,252274.0,0.289,0.86,0.368,0.914,0.113,0.237,-13.681,0.0272,82.033,4.0,4.0
David Fenn,Will's Theme,156,3,"['indie game soundtrack', 'video game music']",66TZomaQSwk6mCRDLfUqy6,52382.0,0.264,0.892,0.0812,0.958,0.117,0.392,-19.919,0.0386,154.243,4.0,4.0
David Gilmour,"Yes, I Have Ghosts",452,2,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'rock', 'symphonic rock']",3KwsuUstyHS3a5z2GGYEST,226693.0,0.566,0.865,0.252,3.22e-05,0.109,0.257,-15.084,0.0328,126.109,1.0,3.0
Dean Martin,Ain't That A Kick In The Head,147,1,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",,,,,,,,,,,,,
Dean Martin,Everybody Loves Somebody,164,1,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",5I9sHwLDX28tLtzVgKLtpr,164546.0,0.366,0.854,0.391,0.0,0.352,0.461,-12.322,0.0425,119.182,3.0,3.0
Dean Martin,Gentle on My Mind,157,1,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",0znQyUrJwmuLenUzJXawEY,156173.0,0.649,0.734,0.429,0.0,0.22,0.76,-9.858,0.035,96.592,4.0,4.0
Dean Martin,Mambo Italiano,142,1,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",7DuqCAxfOEKBfQgrnWfHrh,142506.0,0.752,0.792,0.33,0.0,0.0574,0.65,-13.138,0.228,76.525,1.0,4.0
Dean Martin,Memories Are Made Of This,139,1,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",4h0igWYayzteBtSNpWYQ9h,138080.0,0.611,0.918,0.179,0.0,0.109,0.556,-15.977,0.0488,133.073,4.0,4.0
Dean Martin,Sway,164,1,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",4xunzWgP8Dson9yaoOcBZ8,164986.0,0.603,0.75,0.224,1.35e-06,0.0701,0.583,-13.342,0.0376,119.664,7.0,4.0
Dean Martin,That's Amore - Remastered,188,1,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",64MgjDp6ijaLvS3T83JHX9,188106.0,0.352,0.771,0.157,0.0,0.108,0.571,-12.571,0.0337,157.895,10.0,3.0
Dean Martin,Volare (Nel Blu Di Pinto Di Blu) - Remastered,181,1,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",5OkKOkdVTKFrYi6GWXkMzR,181626.0,0.612,0.88,0.144,0.0,0.203,0.343,-12.204,0.0352,128.629,6.0,4.0
Dean Martin,You're Nobody 'Til Somebody Loves You - Remastered/1997,133,1,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",,,,,,,,,,,,,
Death,Flesh and the Power It Holds,506,1,"['alternative metal', 'death metal', 'dissonant death metal', 'florida death metal', 'hard rock', 'metal', 'rock', 'technical death metal']",0GILd3eTcEsjzSTyDX2XXi,506813.0,0.329,0.000115,0.965,0.00778,0.0742,0.198,-4.086,0.142,95.201,7.0,4.0
Death,Scavenger of Human Sorrow,141,1,"['alternative metal', 'death metal', 'dissonant death metal', 'florida death metal', 'hard rock', 'metal', 'rock', 'technical death metal']",4IfEHfXLyepX85MFehNHNd,416680.0,0.309,4.05e-05,0.989,0.00478,0.054,0.418,-3.953,0.177,98.217,7.0,4.0
Death,Spirit Crusher,407,1,"['alternative metal', 'death metal', 'dissonant death metal', 'florida death metal', 'hard rock', 'metal', 'rock', 'technical death metal']",3sSonVXqDeoEFj2lM7mpYT,407000.0,0.289,4.66e-05,0.968,0.0163,0.0569,0.284,-4.049,0.15,97.076,2.0,4.0
Death,Voice of the Soul,1142,8,"['alternative metal', 'death metal', 'dissonant death metal', 'florida death metal', 'hard rock', 'metal', 'rock', 'technical death metal']",69Yia3qCLw6N9U80WhLwLn,223933.0,0.158,0.000926,0.572,0.893,0.144,0.347,-6.293,0.0346,79.176,7.0,3.0
Death Angel,Volcanic,214,1,"['death metal', 'hard rock', 'metal', 'old school thrash', 'thrash metal']",5nrA9SFOvJSmQzvxhZNY4K,214213.0,0.647,0.726,0.338,1.16e-06,0.0952,0.502,-11.307,0.0308,86.836,4.0,4.0
Deen Burbigo,IMMUNITÉ DIPLOMATIQUE,163,1,"['french hip hop', 'pop urbaine', 'rap calme', 'rap francais', 'rap inde']",7ChMSjiUvTQ09yZtPtbyl3,163932.0,0.853,0.288,0.467,0.0,0.103,0.342,-9.363,0.204,143.934,5.0,4.0
Deep Purple,Black Night - 1995 Remaster,209,1,"['album rock', 'blues rock', 'classic rock', 'hard rock', 'metal', 'rock']",2c1ccPqUnFYD8W7LY65bKG,209400.0,0.507,0.0546,0.886,0.363,0.0919,0.826,-8.889,0.0873,134.719,9.0,4.0
Deep Purple,Highway Star - Remastered 2012,366,1,"['album rock', 'blues rock', 'classic rock', 'hard rock', 'metal', 'rock']",3uMmllZo1AfoEnVT4ENCD3,366136.0,0.307,0.135,0.909,0.0336,0.125,0.443,-7.08,0.0574,173.674,9.0,4.0
Deep Purple,Hush - 1998 Remaster,266,1,"['album rock', 'blues rock', 'classic rock', 'hard rock', 'metal', 'rock']",2Vim06YsRb4uJRpbeq6NR6,266840.0,0.57,0.00459,0.635,0.176,0.0901,0.196,-10.231,0.0482,108.431,10.0,4.0
Deep Purple,Perfect Strangers,327,2,"['album rock', 'blues rock', 'classic rock', 'hard rock', 'metal', 'rock']",2JhJOPGvtqMpj5RQC8cIYf,328426.0,0.521,0.00348,0.721,0.0113,0.391,0.611,-7.699,0.0254,97.578,2.0,4.0
Deep Purple,Smoke On The Water - Remastered 2012,680,2,"['album rock', 'blues rock', 'classic rock', 'hard rock', 'metal', 'rock']",5MMnwYs0hIxkENRsbkWJ2G,340742.0,0.598,0.13,0.676,0.225,0.112,0.805,-9.211,0.0279,114.169,0.0,4.0
Deep Purple,Soldier Of Fortune - 2009 Digital Remaster,1224,6,"['album rock', 'blues rock', 'classic rock', 'hard rock', 'metal', 'rock']",60ifqqPhbselSwXyGrGyMK,204880.0,0.533,0.386,0.313,4.64e-06,0.0868,0.225,-13.007,0.0298,133.615,2.0,4.0
Deep Purple,Sometimes I Feel Like Screaming,104,1,"['album rock', 'blues rock', 'classic rock', 'hard rock', 'metal', 'rock']",5coxHUKzWOdMXunt7EGDDX,449133.0,0.467,0.00623,0.704,0.107,0.0861,0.188,-8.313,0.0293,89.658,0.0,4.0
Deep Purple,When A Blind Man Cries - Non Album B-Side;2012 - Remaster,417,4,"['album rock', 'blues rock', 'classic rock', 'hard rock', 'metal', 'rock']",0JtcFIgrkSagrM5JdFakeO,209246.0,0.52,0.843,0.274,0.0165,0.0724,0.222,-10.661,0.0363,64.21,11.0,4.0
Deftones,My Own Summer (Shove It),5,1,"['alternative metal', 'nu metal', 'rap metal', 'rock', 'sacramento indie']",1158ckiB5S4cpsdYHDB9IF,214760.0,0.443,1.33e-05,0.781,0.205,0.166,0.372,-4.277,0.0377,71.841,1.0,4.0
Demon Hunter,The Wind,244,1,"['alternative metal', 'christian alternative rock', 'christian metal', 'christian metalcore', 'christian rock', 'melodic metalcore', 'nu metal']",5h0gkG0wesOgVzNy3FMq9q,244853.0,0.412,0.0171,0.834,0.00575,0.206,0.285,-5.501,0.0562,130.048,4.0,4.0
Demons & Wizards,Fiddler on the Green - Remaster 2019,356,1,"['german metal', 'german power metal', 'melodic metal', 'metal', 'neo classical metal', 'power metal', 'progressive metal', 'symphonic metal']",7m9fVH8Yc86JHVAOJFhvFX,356226.0,0.321,0.00518,0.556,0.0901,0.125,0.167,-8.802,0.0329,180.293,8.0,3.0
Derek & The Dominos,Layla,846,2,"['album rock', 'art rock', 'blues', 'blues rock', 'british blues', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']",2kkvB3RNRzwjFdGhaUA0tz,423840.0,0.404,0.577,0.902,0.297,0.287,0.497,-3.88,0.0665,115.669,1.0,4.0
Derek Duke,A Tenuous Bond,290,1,['video game music'],59RBZDtLMolVCu00mWe2fR,290333.0,0.218,0.993,0.0396,0.955,0.163,0.0378,-29.264,0.0432,67.915,0.0,3.0
Derek Duke,Azuremyst Isle,162,1,['video game music'],12AcktSzuhNRXtjQoH7trj,162293.0,0.221,0.927,0.151,0.959,0.363,0.0399,-22.661,0.0378,119.149,0.0,3.0
Derek Duke,Bloodmyst,113,1,['video game music'],00cl5qMlCQUi4R1rUmFZi5,256493.0,0.187,0.953,0.126,0.898,0.111,0.0367,-24.072,0.0374,106.822,4.0,4.0
Derek Duke,Caverns of Time - Opening of the Dark Portal,157,1,['video game music'],56VS2yP2aoYtKYUzoqImNQ,157946.0,0.166,0.801,0.317,0.903,0.354,0.0575,-19.456,0.0406,179.96,7.0,3.0
Derek Duke,Garden of Hope,205,1,['video game music'],0uL38P3thMDGL3wjV2QGqS,205280.0,0.0834,0.17,0.526,0.93,0.336,0.0376,-15.678,0.0734,85.014,1.0,4.0
Derek Duke,Shards of the Exodar,244,2,['video game music'],3N8iPtkWtFU7SgnUM8V7rT,278426.0,0.246,0.94,0.128,0.938,0.15,0.0354,-25.11,0.0438,121.124,0.0,4.0
Derek Duke,Tamoe Highlands,516,2,['video game music'],3nbsbQCVtHixtbRp9hOtHt,258373.0,0.139,0.908,0.354,0.909,0.11,0.0705,-18.447,0.0407,90.934,7.0,4.0
Devin Townsend,Bad Devil,292,1,"['alternative metal', 'canadian metal', 'progressive metal', 'vancouver metal']",24zX5DOFhdrtpp0gSdMFCd,292666.0,0.199,4.7e-05,0.974,0.00354,0.465,0.144,-8.173,0.197,98.02,1.0,4.0
Devin Townsend,Daddy,311,1,"['alternative metal', 'canadian metal', 'progressive metal', 'vancouver metal']",2v3qNxVzduFv8RmBKDoGi8,311186.0,0.623,0.2,0.533,0.637,0.374,0.578,-16.008,0.0368,104.063,9.0,4.0
Devin Townsend,Hyperdrive!,194,1,"['alternative metal', 'canadian metal', 'progressive metal', 'vancouver metal']",1Mju1koP7vTo5llp8r2tGc,227920.0,0.463,0.00093,0.979,0.818,0.693,0.207,-4.786,0.11,156.004,7.0,4.0
Devin Townsend Project,Failure,362,1,"['avant-garde metal', 'canadian metal', 'djent', 'progressive metal', 'vancouver metal']",2r6YsK1Mf3hqBaxE0QSTpH,362029.0,0.571,0.00054,0.893,0.468,0.386,0.466,-5.994,0.0416,128.992,7.0,3.0
Devin Townsend Project,Kingdom,329,1,"['avant-garde metal', 'canadian metal', 'djent', 'progressive metal', 'vancouver metal']",3wCoJ2MONhPWJZoHzJOZAt,329106.0,0.329,7.87e-06,0.882,0.77,0.208,0.0399,-6.193,0.0639,169.914,1.0,4.0
Devin Townsend Project,March of the Poozers,548,2,"['avant-garde metal', 'canadian metal', 'djent', 'progressive metal', 'vancouver metal']",3R4C2Jh2dtDs2DKZX3KpoQ,384546.0,0.444,0.00137,0.941,0.0505,0.817,0.52,-5.131,0.0622,170.578,11.0,4.0
Diablo Swing Orchestra,Balrog Boogie,3805,22,"['jazz metal', 'opera metal', 'steampunk', 'swedish metal', 'symphonic metal']",65RptVLH4KdgCeEAuPS8WY,233133.0,0.572,0.00384,0.924,0.0637,0.69,0.331,-5.717,0.0538,90.573,6.0,4.0
