artistName,trackName,sPlayed,count,genres,trackId,duration,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature
James Hannigan,Red Alert 3 Theme - Soviet March,334,2,"['scorecore', 'video game music']",6AI8Z6dzATuI6zrlKE7qhr,167506.0,0.499,0.278,0.676,0.00168,0.204,0.529,-8.324,0.0336,121.959,11.0,4.0
James Jackson Jazz Trio,On a Clear Day (You Can See Forever),820,4,['background jazz'],6zeTz2j5A9G6gEKi34ks05,205872.0,0.691,0.842,0.179,0.931,0.0943,0.222,-15.682,0.0373,108.573,7.0,4.0
James Last,A Man And A Woman,86,1,"['adult standards', 'easy listening']",15rFZGjyvQ7vMVWgpxsBUa,162706.0,0.389,0.818,0.3,0.939,0.115,0.488,-14.656,0.0298,149.192,0.0,4.0
James Paget,Rubicon,467,1,['epicore'],7DawIU9gvwn2uStK5kUKV8,467671.0,0.437,0.0138,0.691,0.958,0.111,0.055,-10.25,0.0392,107.008,7.0,4.0
James Paget,The Hero Within,251,1,['epicore'],4nc8p6KuyOSlNS0oZazqKk,251404.0,0.427,0.00326,0.626,0.485,0.221,0.0398,-8.023,0.0344,124.964,1.0,4.0
James Paget,Throw Off the Bowlines,750,4,['epicore'],4Vyq5ZcFt4ejTgYKILTfyK,250558.0,0.339,0.414,0.427,0.963,0.133,0.0696,-9.343,0.0296,79.961,0.0,4.0
James Paget,We Ride as One,235,1,['epicore'],5pbgUnx1x7wcuqOTB3MhgH,235800.0,0.192,0.191,0.55,0.934,0.168,0.0717,-7.54,0.034,124.971,8.0,5.0
Japanese podcast for beginners (Nihongo con Teppei),#1元気ですか？について！,6,1,[],,,,,,,,,,,,,
Jason Hayes,A Call To Arms,140,2,"['scorecore', 'video game music']",0xrLn2KUN5bB7D7rcCDBW7,139320.0,0.148,0.371,0.233,0.72,0.11,0.0385,-11.033,0.0338,137.661,8.0,1.0
Jason Hayes,Elwynn Forest,1656,9,"['scorecore', 'video game music']",1YYTAOi1YMxmGclyO1HH6O,184786.0,0.229,0.981,0.138,0.919,0.119,0.0662,-18.358,0.0364,66.618,3.0,3.0
Jason Hayes,Legends of Azeroth (Main Title),805,5,"['scorecore', 'video game music']",0N36RNj8gTvpJswtStaahM,161093.0,0.18,0.121,0.453,0.823,0.295,0.0822,-10.489,0.0318,83.881,8.0,1.0
Jason Hayes,Stormwind,135,1,"['scorecore', 'video game music']",2gCfmy7yKAAPYymXZzOp13,135906.0,0.201,0.82,0.236,0.883,0.101,0.0546,-11.019,0.0317,145.933,8.0,4.0
Jason Hayes,Tavern,74,1,"['scorecore', 'video game music']",4pW1ftcpCJt1VxbPwVknz0,74533.0,0.737,0.8,0.42,0.909,0.0988,0.765,-12.641,0.0348,90.499,6.0,3.0
Jazz Paladin,Within the Giant,330,2,[],4yJvT3J3FmQn82iR6ivpz6,174358.0,0.253,0.548,0.38,0.953,0.129,0.431,-11.706,0.0301,132.354,2.0,4.0
Jean Sibelius,"13 Pieces for Piano, Op.76: 2. Etude",168,1,"['classical', 'finnish classical', 'impressionism', 'post-romantic era']",5PTiHxVkp46i4o8o2dFgtF,168786.0,0.421,0.971,0.0333,0.9,0.106,0.482,-28.34,0.0388,123.711,7.0,4.0
Jean Sibelius,"6 Impromptus, Op. 5: Impromptu V",231,1,"['classical', 'finnish classical', 'impressionism', 'post-romantic era']",2kyyNhBUX8aVnKitNPLOhM,231426.0,0.265,0.987,0.0156,0.949,0.365,0.0359,-31.633,0.045,71.978,11.0,4.0
Jeanne Moreau,India Song - BOF India Song,205,1,"['chanson', 'nouvelle chanson francaise', 'ye ye']",46SOx5T1UwQ1Ke8dA3RAhF,205760.0,0.297,0.755,0.196,0.387,0.117,0.191,-14.848,0.0291,69.672,7.0,4.0
Jeff Beck,Live in the Dark,29,1,"['album rock', 'art rock', 'blues', 'blues rock', 'british blues', 'classic rock', 'electric blues', 'hard rock', 'instrumental rock', 'jazz fusion', 'rock', 'symphonic rock']",3hxKRXZ1yxqCuOSoZTphwV,227320.0,0.269,0.00152,0.782,0.00151,0.183,0.473,-5.422,0.0932,89.977,6.0,4.0
Jeff Buckley,Hallelujah,413,1,"['melancholia', 'permanent wave', 'rock', 'singer-songwriter']",3pRaLNL3b8x5uBOcsgvdqM,413826.0,0.324,0.931,0.136,0.00117,0.176,0.0831,-10.33,0.0318,97.256,0.0,3.0
Jeff Laine & Co,A Promise of Hope,662,4,[],4kADuQ4dQ6VD5U2X7kaVYL,189315.0,0.506,0.939,0.217,0.841,0.115,0.317,-13.14,0.0369,128.948,0.0,3.0
Jeff Laine & Co,You Confuse Me,764,4,[],46WT4GuSWziUJIDtjUJHQr,191526.0,0.352,0.932,0.0754,0.0288,0.11,0.0789,-15.685,0.0345,103.117,9.0,4.0
Jefferson Airplane,Somebody to Love,174,1,"['acid rock', 'classic rock', 'folk rock', 'psychedelic rock', 'rock', 'roots rock']",4uGIJG1jYFonGc4LGp5uQL,174840.0,0.504,0.408,0.578,0.0,0.321,0.654,-9.302,0.031,132.411,4.0,4.0
Jefferson Airplane,White Rabbit,150,1,"['acid rock', 'classic rock', 'folk rock', 'psychedelic rock', 'rock', 'roots rock']",4vpeKl0vMGdAXpZiQB2Dtd,150640.0,0.551,0.486,0.293,0.000273,0.0864,0.322,-12.503,0.0272,106.798,2.0,4.0
Jeremy Irons,"Be Prepared - From ""The Lion King"" / Soundtrack Version",210,1,['movie tunes'],34nxgXFCPzDphUJGuRsn10,220213.0,0.699,0.268,0.417,0.0,0.1,0.372,-15.677,0.0926,121.855,9.0,4.0
Jeremy Soule,A Winter's Tale,597,3,"['scorecore', 'soundtrack', 'video game music']",26mWof6V1cuAmp8KSbTEIo,199866.0,0.55,0.902,0.0548,0.895,0.106,0.265,-30.269,0.0549,164.282,9.0,3.0
Jeremy Soule,All's Well,435,3,"['scorecore', 'soundtrack', 'video game music']",7MWYv1m0d023BdbLyG6NQE,145502.0,0.357,0.976,0.0364,0.885,0.106,0.0387,-26.283,0.0344,109.888,1.0,4.0
Jeremy Soule,Ancient Stones,2045,8,"['scorecore', 'soundtrack', 'video game music']",2gEAHKw83WHPD875YqDHH2,285531.0,0.249,0.928,0.12,0.968,0.0672,0.0739,-22.729,0.032,95.766,8.0,3.0
Jeremy Soule,Around the Fire,567,3,"['scorecore', 'soundtrack', 'video game music']",0JP97EPP5NkoemtNNjQYPR,189929.0,0.441,0.321,0.135,0.836,0.202,0.359,-24.465,0.0337,80.009,2.0,4.0
Jeremy Soule,Auriel's Ascension,185,1,"['scorecore', 'soundtrack', 'video game music']",1bXoENBZuBkZniaPhRVgNp,185234.0,0.0844,0.96,0.075,0.83,0.101,0.0392,-22.065,0.0404,74.743,4.0,4.0
Jeremy Soule,Aurora,882,2,"['scorecore', 'soundtrack', 'video game music']",2jd20t5nkaFrEbTPJNXDzi,441463.0,0.145,0.978,0.0517,0.904,0.101,0.0309,-26.989,0.042,138.785,6.0,5.0
Jeremy Soule,Awake,644,7,"['scorecore', 'soundtrack', 'video game music']",0DrhapFEF5d9Yzg4v914dp,92899.0,0.17,0.911,0.146,0.972,0.0729,0.0339,-22.704,0.0415,116.238,0.0,3.0
Jeremy Soule,Dawn,474,2,"['scorecore', 'soundtrack', 'video game music']",63zmiYZRPVSRLoYXbqfLPv,237794.0,0.133,0.98,0.0297,0.956,0.0906,0.0322,-29.885,0.044,88.834,9.0,1.0
Jeremy Soule,Distant Horizons,464,2,"['scorecore', 'soundtrack', 'video game music']",3wnSHCMTtD1fxwOzTc5Gdh,232870.0,0.0604,0.98,0.0898,0.919,0.0933,0.0347,-22.09,0.0419,52.07,4.0,4.0
Jeremy Soule,Dragonborn,2168,11,"['scorecore', 'soundtrack', 'video game music']",2gaZJDgE71VL9PzzUUlpMg,235636.0,0.413,0.895,0.482,0.685,0.111,0.13,-13.311,0.0539,66.766,11.0,4.0
Jeremy Soule,Far Horizons,4302,16,"['scorecore', 'soundtrack', 'video game music']",2rtFUTZLSQ7cECBXfUOgJe,331475.0,0.0619,0.937,0.172,0.952,0.17,0.0442,-20.773,0.0404,65.409,10.0,3.0
Jeremy Soule,From Past to Present,2128,7,"['scorecore', 'soundtrack', 'video game music']",0zke8Vmo0bgbPjxL3pUhqk,304007.0,0.0717,0.983,0.0921,0.847,0.0748,0.0359,-21.53,0.0391,69.286,0.0,4.0
Jeremy Soule,Frostfall,412,2,"['scorecore', 'soundtrack', 'video game music']",1BRtrNXFD8RrlsHfo61PS7,206332.0,0.168,0.966,0.16,0.953,0.108,0.0304,-20.899,0.0395,131.471,4.0,4.0
Jeremy Soule,Harvest Dawn,1056,7,"['scorecore', 'soundtrack', 'video game music']",1NhDv99nTtRm37rZpoH7Ix,171441.0,0.127,0.934,0.0632,0.855,0.0853,0.056,-21.617,0.0383,84.176,2.0,4.0
Jeremy Soule,Imperial Throne,284,2,"['scorecore', 'soundtrack', 'video game music']",4N8henbzdhXRgTJY1zbWHP,142839.0,0.161,0.23,0.115,0.917,0.116,0.0324,-26.101,0.0415,85.321,0.0,4.0
Jeremy Soule,Kyne's Peace,229,1,"['scorecore', 'soundtrack', 'video game music']",6O9hBwcZKrzCVVhEeoieko,229517.0,0.0649,0.949,0.0876,0.988,0.0981,0.0331,-27.806,0.043,73.028,7.0,4.0
Jeremy Soule,Minstrel's Lament,281,1,"['scorecore', 'soundtrack', 'video game music']",4Qf4sunHJJz4581avJ07kX,281547.0,0.0674,0.956,0.0267,0.947,0.11,0.0344,-25.469,0.0388,71.49,3.0,5.0
Jeremy Soule,Out of the Cold,182,1,"['scorecore', 'soundtrack', 'video game music']",0OA1MDhAZUytHW5o3sGNa9,182346.0,0.409,0.93,0.0766,0.908,0.106,0.513,-29.428,0.0481,84.076,3.0,4.0
Jeremy Soule,Secunda,1353,11,"['scorecore', 'soundtrack', 'video game music']",5fHgBb5r91Jmdr8Q7dwmad,123216.0,0.144,0.985,0.0462,0.942,0.0934,0.0868,-27.928,0.0288,89.996,7.0,3.0
Jeremy Soule,Solitude,260,2,"['scorecore', 'soundtrack', 'video game music']",7gkkNoM0zgRc4i42w3tnts,130229.0,0.154,0.953,0.0927,0.608,0.0937,0.0324,-22.478,0.0408,81.705,7.0,4.0
Jeremy Soule,Sovngarde,85,1,"['scorecore', 'soundtrack', 'video game music']",6V3sqmfttMaBPK9OdQvGd1,216323.0,0.244,0.841,0.491,0.866,0.0698,0.173,-13.174,0.124,80.514,8.0,4.0
Jeremy Soule,The Bannered Mare,1036,7,"['scorecore', 'soundtrack', 'video game music']",6BG6rbPZp6lEXy7KN2mCDg,148060.0,0.298,0.879,0.125,0.865,0.0942,0.323,-27.471,0.0373,81.36,2.0,3.0
Jeremy Soule,The City Gates,226,1,"['scorecore', 'soundtrack', 'video game music']",1l7bKxkdTymsFbxWzsK3vw,226058.0,0.107,0.953,0.21,0.817,0.281,0.0388,-18.282,0.0388,91.227,7.0,4.0
Jeremy Soule,The Streets of Whiterun,1220,5,"['scorecore', 'soundtrack', 'video game music']",18CctEeOpjEDIAvWM5S7RE,244842.0,0.0686,0.943,0.186,0.889,0.108,0.0363,-17.679,0.0346,75.481,1.0,3.0
Jeremy Soule,Through the Valleys,1295,5,"['scorecore', 'soundtrack', 'video game music']",7rtxlP1iijQrZeUASrioeg,259369.0,0.162,0.971,0.0945,0.935,0.0887,0.0377,-24.325,0.039,131.547,4.0,3.0
Jeremy Soule,Tundra,229,1,"['scorecore', 'soundtrack', 'video game music']",0lIDOHnoe4RJgm6rzowj6x,229500.0,0.0727,0.967,0.0502,0.969,0.0757,0.0385,-28.819,0.0401,78.152,10.0,4.0
Jeremy Soule,Unbroken Road,3070,9,"['scorecore', 'soundtrack', 'video game music']",5XcivSLcE4sR5s9ItTxROd,384173.0,0.168,0.924,0.161,0.843,0.0893,0.0544,-21.192,0.0381,108.991,2.0,4.0
Jeremy Soule,Under an Ancient Sun,442,2,"['scorecore', 'soundtrack', 'video game music']",2ykpGxtio3h7TN2pe31YFi,221649.0,0.0967,0.729,0.153,0.82,0.176,0.0315,-26.058,0.0426,87.766,5.0,4.0
Jeremy Soule,Watchman's Ease,125,1,"['scorecore', 'soundtrack', 'video game music']",5W6KeokNeUXozE9asPqqT3,125152.0,0.235,0.937,0.166,0.889,0.108,0.0372,-17.467,0.0394,81.837,8.0,4.0
Jeremy Soule,Wind Guide You,3270,6,"['scorecore', 'soundtrack', 'video game music']",5K6HZ4t7rUb2VbZqmBPPfY,545268.0,0.132,0.899,0.0861,0.811,0.11,0.0359,-24.863,0.0429,71.243,2.0,5.0
Jeremy Soule,Wings of Kynareth,1259,7,"['scorecore', 'soundtrack', 'video game music']",1LDwHy3QSjUYNwvJj4QYGX,210024.0,0.0854,0.905,0.175,0.848,0.0822,0.0652,-19.623,0.0354,82.974,2.0,4.0
Jesper Kyd,Cesare Borgia,141,1,"['epicore', 'nordic soundtrack', 'scorecore', 'soundtrack', 'video game music']",3b6b9UO9IXPR5wlKT6NTHW,141833.0,0.212,0.0973,0.135,0.726,0.0961,0.0398,-19.086,0.0316,76.374,9.0,3.0
Jesper Kyd,City of Rome,2168,9,"['epicore', 'nordic soundtrack', 'scorecore', 'soundtrack', 'video game music']",4m5gJuQlo2byPHRQamL6dd,332669.0,0.412,0.0925,0.187,0.853,0.0926,0.0612,-14.164,0.03,74.028,9.0,4.0
Jesper Kyd,Earth,1080,5,"['epicore', 'nordic soundtrack', 'scorecore', 'soundtrack', 'video game music']",7L2YlrpcKhqeYZQDDD2AYR,238782.0,0.542,0.148,0.588,0.834,0.0778,0.136,-10.893,0.03,113.985,10.0,4.0
Jesper Kyd,Ezio's Family,2844,12,"['epicore', 'nordic soundtrack', 'scorecore', 'soundtrack', 'video game music']",05UMQXFCsa9oPnLgfJHVyF,237900.0,0.375,0.81,0.344,0.776,0.0682,0.106,-12.561,0.0335,126.06,2.0,4.0
Jesper Kyd,Flags of Rome,156,1,"['epicore', 'nordic soundtrack', 'scorecore', 'soundtrack', 'video game music']",1DjWXIzQjMMp7Rmbg3VZ3I,156516.0,0.599,0.0326,0.293,0.868,0.134,0.322,-15.306,0.194,140.13,2.0,4.0
Jesper Kyd,Kingdom of Wessex,1547,8,"['epicore', 'nordic soundtrack', 'scorecore', 'soundtrack', 'video game music']",49Zre5VpuQk1GtH63JLm5B,221440.0,0.388,0.733,0.378,0.966,0.119,0.183,-13.496,0.0322,109.973,10.0,3.0
Jesper Kyd,Leaving Valhalla,459,6,"['epicore', 'nordic soundtrack', 'scorecore', 'soundtrack', 'video game music']",2g0iFselHG8Tdd5UMWaobE,92386.0,0.23,0.843,0.333,0.936,0.0991,0.128,-14.298,0.0385,90.015,0.0,1.0
Jesper Kyd,Master Assassin,200,1,"['epicore', 'nordic soundtrack', 'scorecore', 'soundtrack', 'video game music']",6OMVrJXRMup7A1hrM9MDTE,200976.0,0.593,0.0757,0.752,0.869,0.137,0.188,-11.176,0.0566,100.107,2.0,4.0
Jesper Kyd,Out of the North,916,4,"['epicore', 'nordic soundtrack', 'scorecore', 'soundtrack', 'video game music']",4KGBWDwNIQPFzU9xXaRSuE,229200.0,0.135,0.389,0.462,0.924,0.116,0.115,-12.473,0.0376,93.677,3.0,1.0
Jesper Kyd,Shadow-Walker,583,5,"['epicore', 'nordic soundtrack', 'scorecore', 'soundtrack', 'video game music']",6ls6UqUes9fW4sIzHRnfFE,146106.0,0.345,0.549,0.257,0.865,0.285,0.175,-23.169,0.0549,59.916,10.0,4.0
Jesper Kyd,The Brotherhood Escapes,32,1,"['epicore', 'nordic soundtrack', 'scorecore', 'soundtrack', 'video game music']",7Kkxg664a5fTY4a0SScHmu,118708.0,0.705,0.0609,0.952,0.0631,0.122,0.494,-7.91,0.0516,119.972,2.0,4.0
Jesper Kyd,Venice Rooftops,1188,6,"['epicore', 'nordic soundtrack', 'scorecore', 'soundtrack', 'video game music']",6SFAshmB8xVQZMIPrJ1qqY,198485.0,0.566,0.066,0.78,0.909,0.094,0.142,-9.915,0.0317,126.008,9.0,4.0
Jessica Curry,A Lullaby of Home,54,1,"['indie game soundtrack', 'scorecore', 'soundtrack', 'video game music']",36c8cXp0svllqIUYVVUQCF,76389.0,0.589,0.955,0.248,0.00705,0.114,0.203,-10.639,0.031,87.97,7.0,4.0
Jessica Curry,All the Earth,2266,22,"['indie game soundtrack', 'scorecore', 'soundtrack', 'video game music']",1ObRVltzyUfuBbJsxGvCRs,103893.0,0.212,0.949,0.148,0.903,0.0915,0.0375,-16.09,0.0451,72.17,0.0,5.0
Jessica Curry,Counting the Atmospheres,9312,24,"['indie game soundtrack', 'scorecore', 'soundtrack', 'video game music']",6lPEVX2GfpV9AuV4FDMrwY,430928.0,0.0978,0.931,0.22,0.833,0.113,0.0298,-18.126,0.0438,59.429,2.0,4.0
Jessica Curry,Finding the Pattern,4080,18,"['indie game soundtrack', 'scorecore', 'soundtrack', 'video game music']",4u2qyRFTBYm3Se02t0Ki7d,240120.0,0.146,0.808,0.154,0.648,0.124,0.0383,-16.92,0.0449,143.625,5.0,4.0
Jessica Curry,Mandus,2122,23,"['indie game soundtrack', 'scorecore', 'soundtrack', 'video game music']",1vDW8pekdNFcGoP9q73T8D,95412.0,0.283,0.859,0.285,0.9,0.119,0.152,-10.043,0.0332,139.995,2.0,4.0
Jessica Curry,The Growing of the World,4793,18,"['indie game soundtrack', 'scorecore', 'soundtrack', 'video game music']",5UX5nHP5wePpXjC57WaSoq,305239.0,0.247,0.956,0.242,0.809,0.0836,0.0378,-13.855,0.0406,121.991,2.0,4.0
Jethro Tull,Aqualung,442,5,"['album rock', 'art rock', 'blues rock', 'classic rock', 'flute rock', 'hard rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",5UuikgHTxSRFRnC0zXx10i,396186.0,0.477,0.0649,0.479,0.029,0.0906,0.662,-11.887,0.0483,122.531,7.0,4.0
Jethro Tull,Cross-Eyed Mary,69,1,"['album rock', 'art rock', 'blues rock', 'classic rock', 'flute rock', 'hard rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",6MBZyLisOWTChcevgFqwVr,250200.0,0.575,0.179,0.696,0.00114,0.315,0.646,-10.01,0.12,86.304,0.0,4.0
Jihye Lee Orchestra,Relentless Mind,378,1,[],1BAZpaZyt9fXrdqwqLrYzS,378973.0,0.65,0.724,0.607,0.901,0.16,0.384,-12.421,0.0976,102.052,11.0,3.0
Jim Guthrie,The Light in Us All,96,1,"['indie game soundtrack', 'video game music']",7revSqxVsvLpAZPA5br6OX,190086.0,0.665,0.245,0.8,0.51,0.0899,0.575,-6.426,0.026,99.991,10.0,1.0
Jimi Hendrix,All Along the Watchtower,240,1,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']",2aoo2jlRnM3A0NyLQqMN2f,240800.0,0.438,0.00255,0.805,5.69e-05,0.0842,0.564,-6.237,0.0624,113.253,8.0,4.0
Jimi Hendrix,Little Wing,145,1,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']",1Eolhana7nKHYpcYpdVcT5,145746.0,0.515,0.181,0.534,0.00278,0.0547,0.426,-8.045,0.0768,70.776,6.0,4.0
Jimi Hendrix,The Wind Cries Mary,200,1,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']",5H6Jp0syB5yEPk7SWYdlmk,200733.0,0.499,0.348,0.495,0.0286,0.2,0.339,-10.508,0.0501,80.086,5.0,4.0
Jinjer,Pisces,305,1,['slayer'],5t8NXa2fugcTPsTfhVILmS,305571.0,0.6,0.0174,0.849,0.00205,0.0745,0.257,-5.788,0.0376,140.002,9.0,1.0
Jo Wandrini,Freedom Fighters,3915,16,[],2oDBvHqLKjMlZSi5k6xZCu,249907.0,0.222,0.804,0.251,0.843,0.108,0.103,-16.737,0.0403,141.836,5.0,4.0
Joachim Pastor,Joda - Worakls Remix,338,1,"['deep euro house', 'french tech house', 'minimal techno', 'new french touch', 'tropical house']",7MiYNyj5si5yiWyeSkgzqB,338086.0,0.757,0.0399,0.678,0.849,0.129,0.13,-11.225,0.0323,115.01,3.0,4.0
Joachim Pastor,Oulan Bator - Oliver Koletzki Remix,427,1,"['deep euro house', 'french tech house', 'minimal techno', 'new french touch', 'tropical house']",6WVKFbzx9mvQ8slBPkGgvF,427076.0,0.781,0.0184,0.602,0.901,0.495,0.314,-8.985,0.0531,125.018,1.0,4.0
Joachim Pastor,Taïga - N'to Remix,352,1,"['deep euro house', 'french tech house', 'minimal techno', 'new french touch', 'tropical house']",1vu5nJoDuDJnxuOQdzUA0a,352000.0,0.739,0.146,0.613,0.721,0.254,0.259,-10.524,0.0532,120.012,0.0,4.0
Joe Cocker,With A Little Help From My Friends,312,1,"['album rock', 'blues rock', 'classic rock', 'mellow gold', 'rock', 'soft rock']",0YZ3J8xzGwLOg4yEgST1YK,312173.0,0.307,0.288,0.43,0.000994,0.0988,0.305,-11.333,0.0629,145.224,2.0,3.0
Joe Satriani,Shockwave Supernova,230,1,"['hard rock', 'instrumental rock', 'metal guitar', 'neo classical metal', 'shred']",4Om3YQNWelujb2xZjzAfTx,230106.0,0.482,0.000318,0.867,0.79,0.126,0.499,-7.807,0.0482,122.02,6.0,4.0
Joel Lyssarides,A Better Place,9,1,['background jazz'],38XEHVGy4xCfeaBNKjJOTY,133208.0,0.312,0.937,0.00641,0.957,0.11,0.175,-26.725,0.0407,100.778,5.0,4.0
Joel Nielsen,Anomalous Materials,59,2,"['canadian soundtrack', 'video game music']",6t4v7P8cy5gRIIfOvqQMUd,59480.0,0.453,0.0218,0.942,0.922,0.109,0.312,-7.355,0.0661,192.06,3.0,4.0
Joel Nielsen,Apprehension,107,1,"['canadian soundtrack', 'video game music']",1z7kKLIaiHLInzDoHJiI4x,107146.0,0.0719,0.0272,0.402,0.867,0.16,0.0608,-7.773,0.0414,178.799,0.0,5.0
Joel Nielsen,Apprehension (Mesa Remix),87,1,"['canadian soundtrack', 'video game music']",1KNaVtcTNGlNVghzkIWXyD,87682.0,0.189,0.122,0.347,0.978,0.108,0.0331,-11.343,0.0379,111.392,10.0,4.0
Joel Nielsen,Blast Pit 1,63,1,"['canadian soundtrack', 'video game music']",3C0M9f4dCvHEhHQMDnKNjS,63862.0,0.221,0.927,0.0989,0.924,0.088,0.0239,-21.016,0.0545,66.995,5.0,5.0
Joel Nielsen,Blast Pit 2,89,1,"['canadian soundtrack', 'video game music']",6VRJNRaNMUFMGOIxmhBjRN,89654.0,0.168,0.979,0.285,0.905,0.0748,0.0984,-9.762,0.035,173.398,0.0,3.0
Joel Nielsen,Blast Pit 2 (Mesa Remix),119,1,"['canadian soundtrack', 'video game music']",3MarUCbZjQkNxcvQPRPZtD,119245.0,0.0916,0.911,0.297,0.924,0.119,0.0586,-15.802,0.0357,174.926,7.0,4.0
Joel Nielsen,Blast Pit 3,92,1,"['canadian soundtrack', 'video game music']",4AUXRaRIzzfTdiT8bzGBja,92565.0,0.274,0.431,0.251,0.864,0.317,0.0384,-8.993,0.0342,130.149,0.0,4.0
Joel Nielsen,End Credits Part 1,87,1,"['canadian soundtrack', 'video game music']",0oYjngym1Xy1JmSbf3rYqy,87746.0,0.23,0.000192,0.811,0.665,0.17,0.0715,-8.715,0.0367,166.007,5.0,4.0
Joel Nielsen,End Credits Part 2,116,1,"['canadian soundtrack', 'video game music']",3eUVojIqdLNkJT2k93I6re,116560.0,0.412,0.707,0.394,0.847,0.0827,0.0944,-7.445,0.0383,124.96,7.0,4.0
Joel Nielsen,Forget About Freeman,150,1,"['canadian soundtrack', 'video game music']",6sjFDBSLdnotSSXsFvN1nP,150000.0,0.479,0.00107,0.88,0.941,0.0903,0.18,-6.135,0.0488,160.028,4.0,4.0
Joel Nielsen,Inbound Part 1,110,1,"['canadian soundtrack', 'video game music']",5meWNgfoR3B8jqAfpRncPP,110000.0,0.191,0.609,0.435,0.782,0.103,0.052,-12.441,0.0353,87.474,1.0,4.0
Joel Nielsen,Inbound Part 2,19,1,"['canadian soundtrack', 'video game music']",3lCHgPoYzNf1jQp2m3ArIc,240342.0,0.127,0.485,0.511,0.904,0.111,0.09,-10.94,0.0476,72.918,4.0,4.0
Joey Alexander,SALT,373,1,"['background jazz', 'indonesian jazz', 'modern jazz piano']",7gumQWGQgJgcseoZ9niLPJ,373691.0,0.536,0.387,0.301,0.422,0.108,0.285,-11.69,0.029,104.858,1.0,3.0
JoeyStarr,Jour de sortie,3,1,['old school rap francais'],4iHu61cJJypoOgwvpxzABU,183810.0,0.618,0.0661,0.723,0.0,0.608,0.654,-9.95,0.35,156.714,8.0,4.0
JoeyStarr,Mamy ... (feat. Nicoletta),283,1,['old school rap francais'],1X1EibLspnxpfq72i97PA9,283826.0,0.655,0.0711,0.816,0.0,0.171,0.634,-5.21,0.0909,148.033,1.0,4.0
JoeyStarr,Mon rôle (feat. Oxmo Puccino),1968,7,['old school rap francais'],4O7kK9Fwk3iZd5XOvwiFIN,306266.0,0.714,0.234,0.869,0.0181,0.109,0.6,-6.352,0.0446,126.42,9.0,4.0
JoeyStarr,Métèque,380,4,['old school rap francais'],71LR7mxKLDCaF3Se2erosU,189666.0,0.792,0.203,0.802,0.0,0.253,0.364,-6.82,0.33,94.018,1.0,4.0
JoeyStarr,On te voit,415,3,['old school rap francais'],3z5HAo2TDLVnrtaOfi50ax,210013.0,0.851,0.00625,0.718,0.000237,0.11,0.818,-7.188,0.0489,140.006,10.0,4.0
Johann Strauss II,"An der schönen blauen Donau, Op.314",593,1,"['classical', 'late romantic era', 'operetta']",4J0e4gEqaLQlG5EM0wws1K,707173.0,0.233,0.975,0.0252,0.601,0.143,0.0936,-24.824,0.0346,94.736,2.0,4.0
Johannes Bornlöf,Flight,680,5,"['calming instrumental', 'focus', 'neo-classical']",08AlY11E0HRmvm32pt0K9d,136500.0,0.361,0.89,0.261,0.924,0.115,0.0355,-16.342,0.0379,110.089,1.0,4.0
